title,url,company,address,salary,experience,education,tags,fuli,detail
SLAM算法,https://www.lagou.com/jobs/4977135.html,"元谋智能机器人
该企业已上传营业执照并通过资质验证审核",苏州·独墅湖,"10k-20k
经验1-3年",本科,"移动互联网
硬件制造
人工智能",[],"“算法,人工智能,机器人,软件”","职位描述：
岗位职责：
1、研究并开发机器人在室内未知环境中、基于激光雷达、IMU、码表、RGB-D摄像头等输入信息的地图构建算法，包括SLAM问题中的信息配准融合、闭环检测等前端算法以及贝叶斯滤波、图优化等后端算法；
2、研究并开发机器人的自主定位算法，基于输入多种信息的融合，构建机器人运动模型、观测模型等概率学模型；
3、研究并开发机器人自主导航中的路径规划、运动规划等算法；
4、算法的移植和产品化；
5、负责相关slam软件的应用工作。

任职要求：
1、硕士以上学历，1年以上相关工作经验；
2、 掌握SLAM的基础理论和算法，以SLAM算法为专业研究方向者优先；
3、了解机器人室内导航相关技术，有机器人项目实际开发经验者优先；
4、熟悉机器人激光导航、视觉导航、控制及目标识别技术；
5、熟悉C++或Java等，有面向对象思想，熟悉matlab或opencv；
6、掌握基础算法知识，比如EKF、PF等；
7、在激光导航、视觉导航及机器人相关领域发表论文者优先；
8、对机器人领域有浓厚的兴趣，具有较强的技术前瞻能力；"
激光SLAM算法工程师,https://www.lagou.com/jobs/4957010.html,"Face++
该企业已上传营业执照并通过资质验证审核",北京·海淀区,"20k-40k
经验1-3年",本科,"机器学习
C++",[],"“人工智能,机器视觉,独角兽”","职位描述：
激光SLAM算法研究，在AGV小车的落地应用。


岗位要求：
1 熟悉Linux下C++编程，熟悉ROS。
2 扎实的数学基础，对state estimation，sensor fusion等算法有深刻理解。
3 熟悉开源的激光SLAM框架，如gmapping, cartographer等。
4 具备良好的沟通能力和英文文献资料阅读分析能力；具备良好的团队协作能力，能够独立思考，善于创新，针对问题提出有效解决方案。"
激光slam工程师负责人,https://www.lagou.com/jobs/4574821.html,"天益智网
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"30k-50k
经验3-5年",硕士,"地图
模式识别
算法",[],"“双休,五险一金,弹性上下班,节日礼物”","职位描述：
岗位职责：
1、研究并开发机器人在未知环境中的地图构建算法。包括SLAM问题中的定位、闭环检测等前端算法以及贝叶斯滤波、图优化等后端算法；
2、研究室内室外SLAM算法与定位技术的融合，实现室内室外环境的任意导航。
3、研究机器人通过SLAM技术，使其能够无人工干预下创建地图。
  岗位要求：
1、硕士及以上学历；
2、掌握SLAM的基础理论和算法（如EKF、PF），以SLAM算法为专业研究方向者优先；
3、了解机器人定位导航相关技术，有机器人项目实际开发经验者优先；
4、熟悉机器人激光导航、视觉导航、控制及目标识别技术；
5、熟练掌握C/C++或Python等语言，精通数据结构，具有良好的代码编写习惯；
6、在激光导航、视觉导航及机器人相关领域发表论文者优先。
7、有ROS系统开发经验优先。。
 "
SLAM导航算法工程师,https://www.lagou.com/jobs/3716997.html,"优必选科技
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"20k-30k
经验3-5年",硕士,"人工智能
机器学习
计算机视觉
模式识别",[],"“人工智能,机器人,团队氛围好”","职位描述：
主要职责：
1.研发机器人在室内未知环境中的SLAM算法
2.研发机器人自主导航中的路径规划、导航避障等算法

任职要求：
1.掌握SLAM的基础理论和算法，以SLAM算法为专业研究方向者优先。
2.了解机器人室内导航相关技术，有机器人项目实际开发经验或相关比赛经验者优先。
3.熟悉C/C++编程，熟悉Linux系统，熟悉ROS系统；
4.具备良好的团队合作和沟通能力，具备良好的学习能力。
工作地址"
SLAM算法工程师,https://www.lagou.com/jobs/4488859.html,"Camsense
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"20k-30k
经验1-3年",本科,"地图
软件开发",[],"“腾讯加速器,项目奖金,出国机会,年度旅游”","职位描述：
岗位职责： 
1、研发机器人自主定位算法，包括基于激光雷达，里程计、IMU等多信息融合，构建机器人运动模型，观测模型等概率学模型； 
2、研发机器人自主导航中的路径规划、运动规划算法及探索规划导航算法； 
3、研发机器人在未知环境中的地图构建算法，包括SLAM问题中的信息配准融合，闭环检测等前端算法以及贝叶斯滤波，地图优化等后端算法； 
4、负责算法的移植和产品化。 

任职要求： 
1、计算机、自动化等相关专业； 
2、本科以上学历，有2年以上相关项目经验；有实际项目经验的应届研究生、博士生毕业生优先； 
3、熟悉机器人感知、定位、控制相关算法并进行模拟仿真分析 4、熟悉激光雷达的使用和数据分析； 
5、熟悉vSLAM算法或基于激光雷达的SLAM算法优先； 
6、 熟悉VC、C语言，能够熟练使用MATLAB进行数据分析"
SLAM 算法工程师,https://www.lagou.com/jobs/5319800.html,"格纳微
该企业已上传营业执照并通过资质验证审核",长沙·岳麓区,"8k-15k
经验1-3年",硕士,"移动互联网
工具软件
数据挖掘
数据处理",[],“五险一金 绩效奖金 年终奖金”,"职位描述：
岗位职责：
1、了解slam相关知识和原理，愿意在该方向深造。
2、熟悉激光slam常用开源框架。
任职要求：
1、 硕士及以上，985和211优先（可接收实习生），本科需一年以上相关岗位任职经历；
2、 有信号处理和信号检测基础，熟练使用matlab和C语言；
3、 熟练阅读和查阅国内外文献资料的能力，有独立解决和分析问题的能力；
4、 专注于算法设计、开发、完善；"
SLAM算法工程师,https://www.lagou.com/jobs/4157773.html,"道通智能航空
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"20k-40k
经验1-3年",硕士,"人工智能
机器学习
计算机视觉
图像处理",[],"“绩效奖金,年终奖,技术大牛,氛围好”","职位描述：
岗位职责：
1. 开发SLAM算法，实现高精度定位(多目视觉，激光)，构建环境3D精密模型
岗位要求：
1. 计算机科学，机器人，自动化等相关专业硕士以上学历；
2. 掌握视觉SLAM导航相关理论知识；
3. 熟练掌握C,C++，Python语言之一；
4. 熟练掌握计算机视觉，图像处理基本理论，熟练使用opencv；
5. 对无人机系统视觉导航开发和应用具有强烈的热情，具有在任务和时间压力下解决问题的能力。
优先条件：
1. 熟练使用机器人操作系统ROS，
2. 学位论文SLAM相关，或在相关领域发表过学术论文，有SLAM系统开发经验；
3. 熟悉主流SLAM，视觉SLAM方法。"
SLAM算法工程师,https://www.lagou.com/jobs/3767947.html,"深圳市镭神智能系统有限公司
该企业已上传营业执照并通过资质验证审核",深圳·光明新…,"8k-16k
经验不限",本科,软件开发,[],"“薪资高,待遇好,有发展”","职位描述：
岗位职责：
1、研发机器人自主导航定位算法，包括基于激光雷达、陀螺仪、里程计、视觉等多信息融合，构建机器人运动模型，观测模型等概率学模型；
2、研发机器人自主导航中的路径规划、运动规划算法及探索规划导航算法；
3、研发机器人在未知环境中的地图构建算法，包括SLAM问题中的信息配准融合，闭环检测等前端算法以及贝叶斯滤波，地图优化等后端算法；
4、负责算法的移植和产品化。
任职要求：
1、熟悉机器人感知、定位、控制相关算法并进行模拟仿真分析
2、熟悉激光雷达的使用和数据分析；
3、熟悉视觉SLAM算法或基于激光雷达的SLAM算法；
4、 熟悉VC++、C语言，能够熟练使用MATLAB进行数据分析；
5、熟悉ROS，有ROS开发经验优先。

工作地址
深圳市光明新区公明玉律第七工业园2栋8楼C区"
slam算法工程师,https://www.lagou.com/jobs/5309669.html,"中科创星
该企业已上传营业执照并通过资质验证审核",上海·中山公…,"15k-25k
经验1-3年",本科,计算机视觉,[],“精英文化”,"职位描述：
岗位职责
1. 研发基于双目、RGBD等多种传感器下的地图构建和自主定位算法。
2. 研发机器人自主避障、自主路径规划以及运动规划算法。
任职要求
1. 模式识别/通信/计算机/电子相关专业，有项目经验的本科及以上学历
2. 掌握计算机视觉或定位导航的基础理论和算法，熟悉双目、RGBD等视觉传感器；
3. 熟悉已有SLAM算法及相关基础理论
4. 熟悉C/C++编程和常用数据结构算法，熟悉Linux系统，
5. 有SLAM相关领域论文或具有相关项目经历优先"
激光SLAM算法工程师,https://www.lagou.com/jobs/5084631.html,"珊口智能
该企业已上传营业执照并通过资质验证审核",深圳·西乡,"20k-35k
经验3-5年",硕士,"计算机视觉
图像处理
机器学习
深度学习",[],"“技术大牛,产品前景好,激励期权”","职位描述：
工作职责
负责基于视觉的扫地机定位算法的功能研发
负责视觉定位算法的融合、集成和调优
  职位要求
熟悉经典的的视觉SLAM算法的原理和实现
数学基础好，尤其是对相关的理论如线性代数，多视角几何等有深入的理解
对视觉相关的算法有比较全面的了解，包括特征提取和匹配，图像分割和目标检测等
有很强的工程能力，精通 C++ ，熟悉CMake, Git，Opencv等库和工具
专业研究方向为SLAM算法或者三维重建，在计算视觉相关领域发表论文者优先
有过视觉定位的实际项目经验者优先
有过对开源SLAM算法的重构和改造经验者优先
熟悉Ceres, G2O等相关库者优先
有过扫地机或AGV相关经验者优先"
SLAM算法实习生,https://www.lagou.com/jobs/5139912.html,"行动智能
该企业已上传营业执照并通过资质验证审核",北京·中关村,"4k-5k
经验应届毕业生",硕士,"计算机视觉
图像处理
人工智能",[],"“SLAM,人工智能,机器人,创业公司”","职位描述：
 人工智能, 业务落地, slam专家带队,成长快速，支持实习生论文发表  交通方便紧邻地铁（985 211 实习生优先）

职位描述：
1）参与室内视觉SLAM算法的调研，设计和优化
2）融合IMU、激光雷达等传感器并配合后端优化算法实现稳定的机器人定位
3）语义slam的前沿探索

岗位要求：
1）硕士及以上学历，计算机、电子自动化和应用数学等相关专业，研究生在读最佳
2）良好的编程能力，熟悉C++编程和数据结构
3）扎实的数学基础，熟悉矩阵理论、线性代数、概率以及最优化等
4）了解过相关slam算法如orbslam，DSO，vins-mono等"
SLAM算法研发工程师,https://www.lagou.com/jobs/3400059.html,"行云智能
该企业已上传营业执照并通过资质验证审核",深圳·南头,"10k-20k
经验1-3年",本科,"深度学习
模式识别",[],"“发展空间大,年终奖金,人工智能,周末双休”","职位描述：
岗位职责:
1、负责基于visual inertial odometry算法研发工作
2、负责在室内外环境，基于单目摄像头/双目景深摄像头/IMU/GPS/轮速计等多传感器滤波融合算法的开发；
3、负责算法的研发和产品化

岗位要求:
1、两年以上VIO、SLAM、SFM、定位算法经验，熟悉KF、EKF、ICP、图优化理论等
2、熟悉目前主流的视觉VIO/VO/SLAM算法(如MSCKF、SVO、DSO、ORB-SLAM等)
3、具有机器视觉、多传感器信息融合、惯导等组合导航专业知识
4、熟练掌握C/C++/Python/Matlab等一门或多门编程语言
5、熟悉在linux系统上的开发工作，对ROS系统、机器人导航等领域有深入研究
6、具备良好的自学能力和沟通能力，具有较强的学习能力

职位诱惑：
书籍购买公司全部报销；网络公开课报销；"
激光slam算法工程师,https://www.lagou.com/jobs/5126529.html,"星舆科技
该企业已上传营业执照并通过资质验证审核",广州·员村,"15k-30k
经验1-3年",本科,"模式识别
图像处理",[],"“高速成长,扁平化,行业前景佳,科研氛围”","职位描述：
岗位职责：
1.负责激光雷达的slam算法研发。
2.负责利用激光雷达结合里程计，imu等进行室内外建图，定位。
3.负责算法优化，模型优化等。
4.负责算法移植以及产品化。
任职要求：
1.两年及以上工作经验，本科或以上学历，计算机，自动化，导航，数学等相关专业。
2.熟悉激光slam方案，gmapping，cartographer，loam等。
3.熟悉里程计，imu等与激光融合算法。
4.熟悉linux，ros等系统。
5.熟悉C/C++等编程语言。"
